SAFETY_SCORE,YEAR,TOTAL_MILES_DONE,BATTERY_HEALTH,TYRE_PRESSURE,FUEL_LEVEL,OIL_LEVEL
50,2005,33233,AVERAGE,34,26,98
50,2005,52632,GOOD,34,45,41
50,2013,30196,AVERAGE,30,90,5
53,2020,5220,GOOD,32,11,98
88,2020,26005,AVERAGE,32,0,24
71,2005,36375,AVERAGE,31,0,0
72,2013,5220,AVERAGE,32,4,98
88,2005,86688,AVERAGE,33,45,98
81,2020,27683,AVERAGE,34,71,98
53,2013,99783,AVERAGE,32,67,63
50,2005,5220,AVERAGE,34,35,42
86,2008,77871,AVERAGE,32,14,79
52,2014,60969,GOOD,30,59,72
89,2005,28352,AVERAGE,33,63,49
52,2020,74775,AVERAGE,31,0,84
59,2005,9733,AVERAGE,33,0,79
98,2012,18910,AVERAGE,33,35,63
55,2013,5220,AVERAGE,31,35,98
50,2008,20362,AVERAGE,34,0,0
98,2005,5220,AVERAGE,34,3,68
92,2005,17886,AVERAGE,33,3,98
80,2007,99783,AVERAGE,30,17,98
51,2010,28104,GOOD,33,0,98
98,2011,67898,AVERAGE,32,16,98
51,2010,78814,AVERAGE,31,68,93
50,2005,99783,AVERAGE,30,68,46
64,2020,99783,AVERAGE,31,70,86
55,2018,45760,AVERAGE,32,57,63
60,2016,73099,AVERAGE,30,44,21
50,2014,58812,AVERAGE,30,98,33
86,2008,57235,AVERAGE,33,38,55
75,2012,5220,AVERAGE,34,86,84
78,2020,5220,AVERAGE,31,11,51
50,2018,67575,AVERAGE,34,98,80
50,2020,24941,AVERAGE,32,0,57
50,2005,5220,GOOD,33,69,0
75,2020,5220,AVERAGE,30,20,38
82,2013,89316,GOOD,31,3,92
78,2015,99783,GOOD,30,32,98
50,2020,26188,GOOD,33,63,0
98,2005,6847,GOOD,34,50,78
60,2020,5220,AVERAGE,30,98,62
92,2013,15363,AVERAGE,33,0,20
50,2012,5220,AVERAGE,30,91,98
93,2012,11646,GOOD,30,98,98
59,2013,5220,AVERAGE,30,45,56
82,2005,5220,AVERAGE,31,29,65
50,2020,99783,AVERAGE,32,71,45
51,2014,33576,GOOD,31,98,67
50,2008,26443,AVERAGE,33,39,98
63,2013,34527,AVERAGE,32,0,98
50,2010,5220,AVERAGE,33,0,35
90,2020,36806,AVERAGE,34,42,84
69,2005,5220,AVERAGE,31,0,98
64,2005,38132,AVERAGE,31,11,98
98,2009,8744,GOOD,30,2,87
50,2009,27572,GOOD,30,53,67
96,2010,35489,GOOD,30,43,25
51,2005,33196,GOOD,33,17,98
57,2010,35317,AVERAGE,31,85,60
59,2020,99783,GOOD,30,64,43
76,2020,55564,AVERAGE,30,0,42
50,2005,17150,GOOD,31,98,98
83,2005,45783,AVERAGE,34,79,6
64,2005,7079,AVERAGE,33,57,83
50,2015,34077,GOOD,34,10,71
59,2005,37880,AVERAGE,34,0,84
98,2014,99783,AVERAGE,30,98,0
62,2005,5220,AVERAGE,31,65,86
64,2017,37229,AVERAGE,33,98,46
72,2020,22291,AVERAGE,33,0,90
54,2005,96426,GOOD,30,2,98
95,2005,50091,AVERAGE,31,66,42
72,2005,5220,AVERAGE,31,98,0
98,2005,99783,AVERAGE,31,22,76
50,2007,37408,AVERAGE,33,39,98
67,2005,5220,AVERAGE,31,7,98
50,2011,5220,AVERAGE,30,0,79
50,2013,99783,AVERAGE,33,33,98
91,2011,5220,AVERAGE,30,0,24
67,2012,5220,AVERAGE,30,22,98
58,2016,8692,AVERAGE,34,62,0
51,2006,25616,AVERAGE,30,57,76
50,2008,27449,AVERAGE,34,8,98
88,2018,58195,AVERAGE,33,32,28
85,2016,5220,GOOD,34,0,82
50,2017,73192,AVERAGE,31,90,52
52,2013,25501,GOOD,34,63,13
98,2005,5220,AVERAGE,30,0,35
50,2014,5220,GOOD,32,0,0
54,2012,5220,AVERAGE,31,13,98
84,2013,15542,GOOD,33,58,79
52,2008,99783,AVERAGE,33,70,0
91,2006,5220,AVERAGE,33,55,30
62,2012,5220,AVERAGE,32,21,68
50,2011,40788,AVERAGE,33,98,98
63,2009,5220,GOOD,33,0,19
85,2016,89923,AVERAGE,31,17,98
63,2005,5220,GOOD,32,23,98
50,2020,38562,AVERAGE,31,0,0
98,2005,99783,AVERAGE,30,98,98
65,2020,5220,AVERAGE,30,0,43
80,2016,5220,AVERAGE,30,10,42
57,2009,38360,GOOD,33,15,24
73,2009,5220,GOOD,30,4,30
91,2005,99783,AVERAGE,32,0,84
50,2005,60319,AVERAGE,34,27,69
55,2005,22927,AVERAGE,32,0,68
81,2009,41597,AVERAGE,30,12,84
90,2005,50364,AVERAGE,31,77,31
51,2005,77644,AVERAGE,32,1,98
98,2012,30038,GOOD,30,0,98
98,2005,42018,GOOD,32,12,44
50,2020,5220,AVERAGE,32,98,13
89,2012,5220,AVERAGE,33,0,59
50,2005,5220,AVERAGE,31,81,79
50,2013,13278,AVERAGE,33,35,83
58,2008,89300,AVERAGE,32,98,85
51,2007,89635,AVERAGE,32,98,0
50,2006,99783,AVERAGE,31,98,42
84,2005,37798,AVERAGE,34,55,55
50,2005,91140,AVERAGE,31,36,84
63,2005,99783,AVERAGE,33,17,80
50,2020,5220,AVERAGE,34,98,0
98,2005,37221,AVERAGE,34,30,95
64,2005,5220,GOOD,31,98,64
81,2009,5220,AVERAGE,30,12,46
57,2008,79452,AVERAGE,30,0,77
98,2020,84193,AVERAGE,32,67,86
50,2012,20092,GOOD,33,0,86
83,2005,30250,GOOD,30,71,91
97,2006,57056,GOOD,34,48,0
90,2005,5220,AVERAGE,32,0,97
65,2017,61056,GOOD,32,9,23
50,2010,5220,AVERAGE,32,0,47
87,2005,34782,AVERAGE,32,61,75
98,2010,28932,GOOD,32,68,54
55,2020,5220,AVERAGE,33,84,88
50,2014,52210,AVERAGE,32,8,98
71,2005,99783,AVERAGE,32,0,98
50,2013,33004,GOOD,32,0,0
69,2015,68615,AVERAGE,32,98,0
98,2006,93860,AVERAGE,30,0,84
63,2014,67255,AVERAGE,33,98,70
98,2010,99783,AVERAGE,30,0,31
55,2006,55535,GOOD,30,62,48
98,2005,5220,AVERAGE,33,0,25
61,2014,24582,GOOD,34,26,0
98,2005,99783,AVERAGE,31,93,80
71,2012,97537,GOOD,30,49,60
50,2005,5220,AVERAGE,34,12,98
93,2005,5220,GOOD,33,15,94
73,2009,5220,AVERAGE,30,0,56
50,2007,5220,AVERAGE,33,39,11
58,2012,5220,GOOD,30,0,79
52,2005,99783,AVERAGE,34,0,98
53,2020,32456,AVERAGE,33,68,0
50,2012,24049,AVERAGE,31,0,66
50,2012,5220,AVERAGE,34,60,95
71,2017,84734,AVERAGE,33,98,29
50,2018,44199,AVERAGE,32,94,17
63,2007,99783,GOOD,32,39,85
69,2005,23278,GOOD,34,0,78
93,2005,96784,AVERAGE,30,0,98
66,2020,47990,AVERAGE,30,56,13
93,2005,30272,AVERAGE,32,98,98
98,2008,5220,GOOD,32,6,97
98,2012,90026,AVERAGE,33,27,98
98,2020,37088,GOOD,33,91,85
68,2020,99783,AVERAGE,34,98,0
54,2020,5220,GOOD,31,60,83
73,2010,51590,AVERAGE,32,48,77
63,2008,5220,AVERAGE,30,55,0
77,2005,5220,AVERAGE,33,98,0
50,2010,5220,GOOD,34,28,53
98,2013,89748,AVERAGE,33,76,55
91,2005,99783,AVERAGE,30,41,62
98,2007,65928,AVERAGE,32,3,61
90,2009,54333,AVERAGE,32,0,98
50,2020,5220,GOOD,33,21,98
53,2013,99783,AVERAGE,33,0,15
90,2012,61800,AVERAGE,33,48,97
98,2005,43827,GOOD,32,68,81
50,2005,69495,AVERAGE,32,0,98
50,2009,5220,GOOD,33,6,98
80,2013,38876,GOOD,32,0,66
79,2005,9654,AVERAGE,30,0,86
75,2012,28240,AVERAGE,33,3,98
51,2013,92307,AVERAGE,30,29,57
59,2005,5220,AVERAGE,31,32,98
96,2020,32447,GOOD,32,0,98
76,2005,50168,AVERAGE,30,0,98
98,2013,5653,AVERAGE,30,98,79
98,2005,42368,GOOD,30,54,59
91,2007,5220,GOOD,32,53,55
96,2020,14607,GOOD,31,21,98
97,2007,5220,AVERAGE,31,0,71
98,2005,5220,AVERAGE,31,0,98
50,2011,5220,GOOD,32,32,78
91,2005,13011,AVERAGE,30,24,39
93,2018,5220,GOOD,34,98,68
98,2010,5220,AVERAGE,31,23,97
53,2017,62425,GOOD,30,41,61
65,2013,15532,AVERAGE,30,54,98
87,2005,5220,GOOD,30,0,33
72,2006,42943,GOOD,33,89,98
91,2009,92892,AVERAGE,32,0,98
70,2017,65770,AVERAGE,30,36,50
75,2007,69557,AVERAGE,32,98,28
50,2009,92895,AVERAGE,34,11,75
60,2019,73593,AVERAGE,31,98,61
67,2015,99783,GOOD,30,98,61
60,2009,5220,AVERAGE,34,86,46
52,2020,39250,AVERAGE,31,64,98
50,2005,99783,AVERAGE,33,91,49
68,2008,5220,GOOD,31,94,79
72,2005,5220,AVERAGE,31,0,98
72,2005,14004,AVERAGE,32,29,62
85,2020,22309,AVERAGE,34,0,98
50,2005,90071,GOOD,30,68,98
75,2005,5220,AVERAGE,30,51,30
60,2012,21788,AVERAGE,31,25,98
97,2013,20159,AVERAGE,30,16,35
62,2006,61505,AVERAGE,32,34,98
59,2005,65068,GOOD,31,98,98
87,2016,5220,GOOD,32,61,70
98,2017,99783,GOOD,34,98,98
89,2005,5220,AVERAGE,33,98,22
98,2020,34496,AVERAGE,33,60,98
67,2005,5220,GOOD,33,0,98
65,2014,46138,AVERAGE,34,0,49
98,2013,5220,AVERAGE,30,19,98
80,2005,50542,AVERAGE,32,57,6
55,2015,76847,GOOD,32,0,18
98,2006,63464,GOOD,33,31,98
94,2020,5220,AVERAGE,32,10,0
76,2012,5220,AVERAGE,31,0,84
68,2005,23439,AVERAGE,31,0,98
50,2018,6064,AVERAGE,30,57,98
98,2005,8020,AVERAGE,34,0,98
86,2020,38539,AVERAGE,30,64,84
62,2005,5220,AVERAGE,34,22,39
50,2020,99398,AVERAGE,32,52,78
98,2011,5220,AVERAGE,31,0,98
60,2005,5220,AVERAGE,31,10,60
98,2020,5220,GOOD,32,64,98
85,2005,63826,AVERAGE,32,48,85
78,2020,7996,AVERAGE,30,36,14
50,2013,45281,GOOD,33,0,91
65,2011,46956,GOOD,30,0,31
50,2020,50255,GOOD,31,19,98
98,2017,5220,GOOD,30,0,96
50,2012,95339,GOOD,32,25,72
78,2011,53234,GOOD,31,5,82
98,2005,5220,GOOD,34,45,83
63,2011,98168,AVERAGE,34,0,61
98,2015,41575,GOOD,32,37,86
69,2010,32697,AVERAGE,31,0,77
98,2009,43405,AVERAGE,31,1,98
50,2011,12332,AVERAGE,34,98,98
77,2013,74091,AVERAGE,31,47,78
57,2006,20323,AVERAGE,31,37,86
57,2005,38333,AVERAGE,33,62,88
66,2005,64304,GOOD,30,0,98
50,2010,59226,AVERAGE,30,90,46
87,2005,5220,GOOD,30,19,62
50,2005,20545,AVERAGE,30,0,32
72,2008,29544,GOOD,31,74,98
50,2020,5220,AVERAGE,31,0,56
83,2020,70135,AVERAGE,34,67,84
98,2009,54019,AVERAGE,31,54,98
52,2020,5220,GOOD,30,16,68
52,2013,35845,AVERAGE,31,0,36
98,2008,5220,GOOD,33,0,78
77,2011,61698,GOOD,31,43,98
98,2009,88210,GOOD,33,2,35
64,2011,5220,AVERAGE,33,63,98
63,2007,38977,AVERAGE,34,22,54
52,2005,87989,AVERAGE,32,98,10
59,2005,99783,GOOD,34,98,98
58,2005,92540,AVERAGE,31,5,87
71,2005,41603,AVERAGE,31,25,98
67,2020,5220,GOOD,31,11,98
65,2009,99783,AVERAGE,31,77,57
98,2005,10263,AVERAGE,31,0,82
51,2005,57098,AVERAGE,31,0,98
50,2011,5220,AVERAGE,34,14,98
50,2011,98511,GOOD,31,98,98
55,2013,21780,AVERAGE,34,98,58
60,2008,46582,GOOD,32,70,83
85,2005,5220,AVERAGE,34,63,0
68,2010,5220,AVERAGE,30,3,38
63,2006,47353,AVERAGE,33,98,66
69,2015,33437,GOOD,32,43,21
98,2009,99783,AVERAGE,32,26,84
62,2008,94079,GOOD,31,79,98
61,2020,5220,GOOD,30,53,98
61,2005,5220,AVERAGE,34,6,98
55,2014,82214,AVERAGE,32,36,73
92,2020,66698,AVERAGE,32,0,98
98,2020,34124,GOOD,32,98,33
61,2005,5220,AVERAGE,33,98,70
81,2015,5220,AVERAGE,34,98,76
65,2005,81797,AVERAGE,31,48,96
57,2005,99783,AVERAGE,31,36,60
60,2020,5220,GOOD,31,79,42
50,2011,5220,AVERAGE,33,51,52
79,2013,99783,AVERAGE,31,0,48
50,2009,32989,GOOD,31,52,12
80,2005,99783,AVERAGE,31,65,98
98,2020,58634,AVERAGE,33,94,98
72,2005,5220,AVERAGE,30,0,98
82,2005,60124,AVERAGE,32,27,62
50,2014,97394,GOOD,30,0,45
58,2005,38405,AVERAGE,30,20,98
91,2013,98082,AVERAGE,32,0,75
67,2007,38666,GOOD,33,47,45
96,2005,52388,AVERAGE,33,98,98
68,2005,5220,GOOD,31,0,95
98,2012,5220,AVERAGE,34,0,98
82,2020,5220,GOOD,31,32,0
50,2005,23913,AVERAGE,30,92,0
80,2014,5220,GOOD,32,33,98
98,2005,11501,AVERAGE,30,16,98
73,2007,5220,GOOD,31,24,98
86,2006,99783,AVERAGE,30,25,98
56,2020,48530,GOOD,30,97,98
98,2006,35248,AVERAGE,34,98,88
50,2020,82875,GOOD,33,0,47
91,2020,5220,AVERAGE,33,0,29
55,2013,28270,GOOD,33,17,51
50,2018,93326,AVERAGE,32,0,98
97,2014,5220,GOOD,30,2,76
79,2020,94619,AVERAGE,33,0,0
96,2008,5220,AVERAGE,32,54,74
74,2005,99783,AVERAGE,31,68,98
50,2005,91637,GOOD,32,69,39
98,2020,5220,AVERAGE,30,6,0
50,2005,32339,AVERAGE,34,98,98
53,2016,22410,GOOD,31,0,18
82,2005,5220,AVERAGE,30,53,98
78,2008,78270,AVERAGE,34,98,93
72,2015,23542,AVERAGE,34,0,98
53,2005,90834,AVERAGE,33,33,80
75,2014,95068,AVERAGE,30,65,67
83,2006,21315,AVERAGE,32,98,42
98,2019,84668,GOOD,31,35,98
50,2014,24771,AVERAGE,31,98,98
81,2005,52649,AVERAGE,30,0,55
56,2010,80182,AVERAGE,30,6,64
63,2020,14909,AVERAGE,30,46,12
98,2020,24401,AVERAGE,30,64,98
71,2015,28684,AVERAGE,32,33,63
77,2012,5220,AVERAGE,31,0,96
79,2011,99783,GOOD,34,0,43
98,2005,25540,AVERAGE,32,42,32
91,2005,57553,GOOD,31,58,98
98,2005,38104,AVERAGE,32,0,46
74,2005,37409,GOOD,31,37,44
98,2005,82042,AVERAGE,34,29,98
51,2020,5220,AVERAGE,33,42,34
50,2012,5220,AVERAGE,30,12,86
59,2005,20522,GOOD,31,47,66
50,2005,50186,GOOD,34,62,98
76,2010,26291,GOOD,34,65,77
50,2005,30451,AVERAGE,30,34,15
67,2005,10516,AVERAGE,34,98,0
71,2009,41908,AVERAGE,32,0,73
50,2005,5220,AVERAGE,31,73,86
67,2014,57434,AVERAGE,30,9,37
98,2005,99783,GOOD,31,46,98
50,2020,96538,AVERAGE,30,69,33
50,2011,21936,AVERAGE,31,29,98
73,2005,99783,AVERAGE,32,98,98
74,2005,25024,AVERAGE,34,36,55
86,2011,5220,AVERAGE,31,40,98
50,2013,80855,GOOD,34,98,98
86,2020,5220,AVERAGE,33,71,9
50,2007,41048,AVERAGE,31,2,0
64,2005,22888,AVERAGE,32,3,98
91,2011,51244,AVERAGE,31,48,98
50,2020,20856,GOOD,32,98,0
98,2005,28218,AVERAGE,34,16,59
70,2013,5220,AVERAGE,33,98,27
98,2005,5220,AVERAGE,34,0,94
98,2009,33284,AVERAGE,30,0,98
77,2020,6449,GOOD,30,0,87
98,2005,21558,AVERAGE,30,0,98
92,2007,5220,AVERAGE,33,4,17
50,2005,88845,AVERAGE,34,3,98
74,2016,88198,AVERAGE,33,37,98
52,2020,26064,AVERAGE,32,24,43
98,2011,30486,GOOD,31,98,0
63,2016,69842,AVERAGE,32,69,98
66,2020,46314,GOOD,33,73,98
98,2020,5220,AVERAGE,32,0,0
98,2005,51776,GOOD,30,0,98
83,2013,67503,GOOD,30,19,84
75,2015,84717,GOOD,31,32,0
73,2006,50877,GOOD,32,61,98
79,2020,82638,AVERAGE,31,43,0
58,2005,57375,GOOD,33,20,80
65,2005,88042,AVERAGE,33,98,98
50,2009,87939,AVERAGE,32,98,76
98,2013,22391,AVERAGE,32,51,98
50,2015,5220,GOOD,30,5,41
79,2009,21796,AVERAGE,31,0,70
88,2005,99783,GOOD,32,34,53
79,2011,5220,AVERAGE,34,0,98
62,2012,5220,GOOD,31,69,0
98,2005,5220,GOOD,31,17,98
81,2006,95696,AVERAGE,32,62,98
76,2014,5220,GOOD,31,98,16
72,2008,20916,GOOD,30,59,20
72,2005,53597,AVERAGE,34,18,44
50,2005,29495,AVERAGE,34,0,83
62,2016,62139,GOOD,30,16,98
60,2010,28050,AVERAGE,31,15,12
50,2006,5220,AVERAGE,30,0,79
50,2020,98950,AVERAGE,31,8,82
87,2005,48645,AVERAGE,30,1,58
50,2009,77189,GOOD,30,98,77
78,2005,98265,AVERAGE,31,7,70
98,2020,93589,AVERAGE,30,38,95
73,2007,52455,GOOD,30,98,0
92,2005,36711,AVERAGE,32,0,57
50,2012,51081,AVERAGE,33,7,79
98,2012,23146,AVERAGE,30,12,0
84,2005,71981,AVERAGE,34,6,80
60,2011,33800,GOOD,30,12,98
68,2019,5220,AVERAGE,30,13,5
52,2018,58777,GOOD,31,0,98
51,2009,5220,AVERAGE,33,0,98
98,2005,5220,AVERAGE,31,0,98
50,2006,5220,AVERAGE,31,67,63
50,2005,5220,AVERAGE,32,16,0
65,2020,99783,AVERAGE,30,36,98
53,2005,99783,AVERAGE,30,98,98
91,2005,99783,GOOD,34,98,86
86,2005,72232,AVERAGE,31,7,12
62,2015,65348,AVERAGE,31,98,50
91,2020,13660,GOOD,32,76,98
50,2005,27086,GOOD,31,39,55
76,2006,5220,AVERAGE,34,7,5
50,2005,24864,AVERAGE,34,16,53
75,2005,5220,GOOD,32,52,98
98,2005,66129,AVERAGE,30,31,71
98,2010,5220,AVERAGE,30,13,98
58,2013,78875,AVERAGE,32,34,25
54,2006,92759,AVERAGE,33,98,0
80,2006,24031,AVERAGE,32,98,95
50,2020,5220,GOOD,30,0,38
95,2009,31694,GOOD,30,25,98
50,2010,47166,AVERAGE,32,29,55
50,2005,45429,AVERAGE,31,98,66
91,2011,23069,GOOD,33,12,41
60,2010,99783,AVERAGE,32,0,43
50,2005,5220,AVERAGE,30,0,28
50,2014,51193,AVERAGE,31,0,52
58,2005,5220,GOOD,31,8,98
86,2017,69674,GOOD,30,98,41
70,2009,97334,GOOD,30,0,86
50,2009,74704,AVERAGE,34,71,63
50,2005,5220,AVERAGE,31,47,32
98,2018,29347,AVERAGE,34,4,90
63,2005,29507,AVERAGE,32,0,71
75,2012,75931,AVERAGE,31,44,50
91,2005,99783,AVERAGE,32,56,73
54,2011,46344,GOOD,30,22,80
58,2016,92228,AVERAGE,30,45,70
72,2005,99783,AVERAGE,32,69,89
50,2014,99783,AVERAGE,31,51,98
63,2007,93034,GOOD,31,19,98
89,2009,66039,AVERAGE,32,0,98
84,2012,5220,GOOD,34,38,65
87,2005,42631,GOOD,32,0,42
86,2020,56754,AVERAGE,31,0,98
98,2020,79040,AVERAGE,31,86,98
89,2007,70898,AVERAGE,34,0,87
98,2005,30046,AVERAGE,31,98,98
50,2012,22419,AVERAGE,34,0,98
50,2005,5220,GOOD,34,98,97
60,2005,99783,AVERAGE,34,98,98
85,2010,5220,GOOD,30,0,0
68,2012,25239,GOOD,34,98,75
50,2007,14625,GOOD,31,21,54
72,2012,41657,GOOD,34,98,19
50,2005,37420,AVERAGE,30,0,98
52,2007,99783,AVERAGE,33,47,33
71,2011,66624,AVERAGE,33,35,22
50,2014,64168,GOOD,30,21,64
50,2005,99783,AVERAGE,32,29,64
50,2005,99449,GOOD,31,34,77
98,2010,85382,GOOD,32,97,98
84,2011,5220,AVERAGE,32,18,98
85,2005,99783,AVERAGE,33,98,22
50,2013,5220,GOOD,33,91,29
51,2008,23641,AVERAGE,31,98,10
73,2005,5220,GOOD,34,0,86
61,2014,31732,GOOD,32,42,98
50,2013,44967,GOOD,31,91,16
73,2007,34373,AVERAGE,30,0,39
98,2005,5220,AVERAGE,31,98,32
98,2014,58182,GOOD,30,1,41
64,2005,99783,AVERAGE,31,98,41
58,2014,33853,AVERAGE,30,1,89
50,2011,99783,GOOD,30,62,98
65,2020,5220,GOOD,34,0,21
65,2005,44366,AVERAGE,31,0,98
50,2020,11553,AVERAGE,31,7,76
68,2005,99783,AVERAGE,33,59,89
54,2011,91910,AVERAGE,30,12,86
92,2006,5220,AVERAGE,33,98,3
73,2005,54479,AVERAGE,34,0,41
77,2005,20839,GOOD,31,39,26
98,2005,5220,GOOD,34,43,98
67,2005,5220,AVERAGE,31,0,0
54,2005,5220,AVERAGE,34,27,48
98,2016,16420,AVERAGE,32,25,18
98,2020,21165,AVERAGE,33,13,0
85,2012,5220,AVERAGE,34,68,0
55,2009,71067,AVERAGE,31,0,98
50,2005,65988,GOOD,31,98,81
91,2007,5220,AVERAGE,31,98,98
76,2020,5220,GOOD,30,0,97
86,2005,62372,GOOD,31,53,70
50,2005,35825,AVERAGE,31,0,98
50,2020,37664,AVERAGE,32,51,12
94,2005,60214,AVERAGE,30,0,98
56,2020,5220,AVERAGE,33,52,98
98,2005,10708,AVERAGE,33,0,98
50,2005,59554,GOOD,30,0,98
51,2020,61230,GOOD,31,98,24
89,2005,53299,GOOD,33,0,98
64,2005,55199,GOOD,31,98,86
98,2011,16813,AVERAGE,31,5,98
55,2020,63862,GOOD,32,52,98
53,2005,35273,GOOD,30,0,98
85,2006,87938,AVERAGE,33,98,83
75,2020,73645,AVERAGE,32,0,98
76,2013,5220,AVERAGE,33,0,98
75,2005,5220,AVERAGE,30,51,41
56,2011,9624,GOOD,33,81,98
76,2010,98418,AVERAGE,34,0,82
50,2011,5220,AVERAGE,30,54,88
98,2005,55428,AVERAGE,33,2,64
57,2007,9989,AVERAGE,30,0,0
58,2011,99783,AVERAGE,30,59,98
67,2005,5220,GOOD,33,0,98
50,2005,5220,GOOD,34,37,98
56,2006,22014,AVERAGE,31,1,98
50,2013,76390,GOOD,30,98,98
98,2005,47182,AVERAGE,33,98,98
81,2020,99783,AVERAGE,31,46,53
98,2006,5220,AVERAGE,30,0,70
53,2013,46058,AVERAGE,34,13,75
50,2017,70328,AVERAGE,31,0,60
79,2005,99783,AVERAGE,30,36,0
50,2014,51019,AVERAGE,34,24,17
86,2009,26574,AVERAGE,31,32,98
98,2014,92623,AVERAGE,31,12,85
50,2007,5220,AVERAGE,31,52,34
51,2014,99783,AVERAGE,32,69,51
90,2005,5220,AVERAGE,31,11,98
68,2005,5220,GOOD,33,0,16
98,2010,5220,GOOD,32,8,85
73,2020,68038,GOOD,34,98,55
55,2011,5220,GOOD,31,11,98
51,2005,50358,AVERAGE,31,98,34
57,2005,64546,AVERAGE,33,12,48
68,2011,99783,AVERAGE,30,5,67
50,2008,5220,AVERAGE,30,56,31
98,2012,27507,AVERAGE,31,31,37
50,2005,99783,AVERAGE,30,42,41
89,2007,23254,GOOD,33,86,88
81,2014,60504,AVERAGE,30,98,82
88,2007,5220,AVERAGE,33,13,46
50,2007,33905,AVERAGE,30,85,0
50,2014,73568,GOOD,30,98,0
50,2005,5220,AVERAGE,30,17,61
58,2012,20832,AVERAGE,31,19,98
50,2012,58536,GOOD,34,98,49
50,2005,27491,AVERAGE,34,98,98
57,2005,99783,AVERAGE,31,53,0
61,2006,62309,GOOD,32,82,19
91,2020,99783,AVERAGE,30,98,58
90,2014,31956,GOOD,31,24,0
71,2005,5220,AVERAGE,34,27,0
57,2005,61574,AVERAGE,30,0,46
85,2012,83549,GOOD,32,98,98
98,2005,69341,AVERAGE,30,3,54
85,2005,26773,AVERAGE,31,0,98
59,2013,99783,AVERAGE,34,98,98
50,2014,31262,AVERAGE,32,0,98
57,2005,76577,AVERAGE,31,1,39
98,2005,41276,AVERAGE,31,11,62
57,2014,26976,GOOD,32,6,98
50,2008,5220,AVERAGE,33,75,12
83,2005,35568,AVERAGE,30,62,0
96,2017,43092,GOOD,32,2,65
88,2010,61368,GOOD,34,0,77
61,2010,20626,AVERAGE,30,0,33
58,2014,69358,GOOD,33,98,98
50,2018,99783,AVERAGE,33,98,98
98,2005,5220,AVERAGE,31,27,98
55,2020,5220,AVERAGE,30,53,98
50,2018,5220,GOOD,31,28,0
86,2005,99783,GOOD,32,0,98
60,2011,99783,GOOD,32,0,80
52,2012,5220,AVERAGE,30,26,87
91,2005,42700,AVERAGE,30,0,75
51,2005,5220,GOOD,32,51,79
82,2005,99783,AVERAGE,30,20,98
56,2005,5220,AVERAGE,33,98,51
82,2005,22210,GOOD,30,49,0
50,2005,66448,GOOD,31,98,98
63,2005,96509,AVERAGE,33,98,77
98,2008,13813,AVERAGE,33,0,98
50,2005,28989,AVERAGE,33,4,98
62,2012,62857,AVERAGE,33,93,31
54,2014,98499,AVERAGE,34,33,98
81,2007,32313,AVERAGE,31,0,72
85,2005,36310,AVERAGE,32,43,88
55,2020,67314,AVERAGE,34,98,72
50,2018,5220,AVERAGE,34,0,98
80,2012,5220,AVERAGE,30,0,31
98,2005,5220,GOOD,32,15,74
68,2018,99783,AVERAGE,31,48,0
98,2012,61323,AVERAGE,30,33,86
89,2013,57262,GOOD,33,49,17
61,2009,47511,AVERAGE,34,70,35
83,2013,99783,AVERAGE,32,37,98
60,2005,25771,GOOD,34,98,98
50,2005,55020,GOOD,34,59,98
79,2005,66632,GOOD,31,18,98
92,2011,5220,AVERAGE,31,0,74
82,2014,5220,GOOD,31,0,98
55,2013,5220,AVERAGE,32,98,98
54,2013,88002,GOOD,32,58,84
64,2018,97300,GOOD,32,0,65
73,2014,5220,GOOD,34,17,82
82,2011,5220,AVERAGE,30,98,89
50,2011,91800,AVERAGE,31,10,83
98,2005,87840,AVERAGE,30,66,19
98,2016,23736,AVERAGE,31,4,98
98,2014,71497,GOOD,32,13,57
86,2005,39510,AVERAGE,32,70,34
50,2008,99783,AVERAGE,32,66,98
61,2012,5220,AVERAGE,30,0,32
93,2005,12851,AVERAGE,31,98,98
67,2020,5220,GOOD,32,91,33
92,2005,5220,AVERAGE,33,0,98
78,2013,5220,AVERAGE,34,3,0
64,2005,38882,AVERAGE,31,76,13
76,2020,46376,GOOD,33,22,98
66,2005,59381,AVERAGE,30,23,89
54,2009,51228,AVERAGE,32,39,98
77,2020,99783,GOOD,32,68,19
50,2005,63334,GOOD,33,98,98
59,2013,58325,AVERAGE,32,69,0
50,2007,49068,AVERAGE,33,52,0
50,2005,22328,GOOD,32,66,22
76,2013,7128,AVERAGE,33,16,54
70,2018,74490,AVERAGE,30,23,98
77,2020,69671,GOOD,31,88,69
68,2012,55825,AVERAGE,32,98,34
98,2013,20907,GOOD,33,27,0
67,2005,5220,AVERAGE,34,52,98
98,2010,99783,AVERAGE,32,20,98
59,2005,5220,GOOD,34,97,98
98,2011,81494,AVERAGE,33,98,98
98,2011,5220,AVERAGE,33,46,75
50,2011,10277,GOOD,31,9,87
93,2005,92068,GOOD,31,0,98
82,2005,5220,GOOD,30,98,88
70,2005,90986,AVERAGE,34,18,79
91,2005,77665,AVERAGE,30,98,62
65,2020,5220,AVERAGE,31,0,98
83,2005,7959,GOOD,32,19,98
72,2018,72490,GOOD,31,64,98
66,2020,23524,GOOD,32,66,56
52,2006,5220,AVERAGE,33,0,98
50,2005,46141,AVERAGE,31,0,98
68,2013,77102,AVERAGE,32,65,34
