AGE,NUMBER_OF_TRIPS,TOTAL_MILES_DONE,SPEEDING,SEATBELT,SAFETY_SCORE
28,686,24661,74,27,75
45,498,646667,35,56,76
18,191,369213,74,74,70
33,13,660623,20,74,74
26,13,999370,63,6,45
18,13,999370,26,69,80
23,366,543739,64,0,45
48,993,6478,55,70,79
18,198,857882,54,50,62
39,13,30600,0,74,66
50,81,632977,15,0,45
40,563,999370,46,63,61
35,671,481518,30,56,49
38,13,505003,44,0,63
18,215,744665,5,74,81
43,993,667833,74,38,45
52,456,685220,38,74,45
19,378,308106,11,74,50
37,964,269302,74,74,45
54,993,6478,43,66,56
40,13,6478,0,74,74
54,73,999370,20,1,45
54,639,236314,27,0,67
54,13,61275,70,25,68
54,525,176150,0,61,45
54,958,790033,67,74,62
47,993,379233,0,73,64
39,993,233871,49,16,45
27,993,182966,47,74,72
54,36,555492,0,15,48
54,993,158808,23,33,45
18,993,378233,0,74,62
54,13,6478,39,70,45
48,508,821259,73,29,75
18,13,999370,0,4,45
18,711,95615,74,66,67
46,993,810463,27,39,52
54,993,999370,10,74,57
54,993,999370,41,74,74
52,41,109425,12,74,45
18,312,950981,24,69,45
18,13,999370,28,40,98
41,433,180456,7,0,69
33,680,6478,26,74,62
54,13,412048,0,48,58
54,631,484069,23,1,47
41,804,530597,0,74,45
54,437,929308,36,42,71
54,762,6478,56,0,54
39,472,694136,2,22,48
28,168,565981,25,74,46
36,677,561589,50,39,70
54,13,838534,26,74,98
54,31,981489,10,73,47
54,275,587272,45,31,55
48,599,172590,0,74,75
30,142,394141,8,74,74
18,111,214506,0,32,98
40,326,365435,0,68,56
54,13,723146,25,57,51
43,677,577234,7,74,45
47,993,858748,66,27,45
34,993,999370,65,52,98
54,993,371092,74,74,64
24,397,6478,41,3,45
54,101,357468,48,48,45
54,808,157281,0,68,45
54,735,75546,49,35,98
18,993,522911,0,74,45
40,993,999370,53,74,76
36,178,389467,9,0,45
36,144,74046,7,34,45
44,137,125474,0,74,98
37,94,121814,8,45,45
32,348,559196,43,42,45
52,669,6478,61,42,66
30,521,509636,0,0,98
44,335,632735,74,74,98
52,364,735995,0,46,45
18,475,999370,0,21,68
28,343,6478,17,0,45
54,288,178529,61,19,45
33,24,999370,23,69,45
44,993,681106,52,0,69
45,527,542717,74,70,78
48,739,6478,49,70,58
46,13,6478,58,0,52
38,962,437067,44,74,45
37,13,784257,24,44,91
30,40,613425,6,51,62
47,993,897806,71,34,45
43,518,550762,74,74,62
20,841,617050,0,74,62
44,928,565778,27,13,45
36,83,343963,20,74,89
50,700,209033,23,66,45
54,983,249537,13,74,61
48,355,634403,47,41,98
54,13,661438,0,47,87
54,13,6478,2,74,45
18,13,585125,23,57,60
42,13,692793,50,9,45
54,269,236402,40,71,45
47,993,277907,16,71,64
43,679,6478,0,74,45
33,37,59199,10,74,45
25,866,6478,25,44,45
36,511,768581,23,74,45
44,993,964179,0,74,90
24,124,358142,20,44,45
18,891,652999,70,0,62
18,185,6478,10,74,60
36,13,548536,14,16,98
52,243,390457,10,74,45
39,253,335329,39,74,60
44,711,999370,2,12,45
31,436,753981,0,74,73
46,947,489524,0,47,77
54,993,6478,16,35,61
42,181,6478,0,0,45
18,669,604239,46,27,63
54,993,211372,0,74,45
47,993,999370,42,74,45
42,993,191399,50,74,45
47,993,999370,27,72,45
36,993,668280,17,74,62
53,637,203156,40,74,77
30,993,195620,45,45,73
54,146,279186,51,35,45
33,993,249504,43,44,45
54,162,999370,0,24,55
37,993,353327,43,74,45
48,13,839069,74,0,68
54,728,999370,74,0,57
54,993,168756,17,74,53
18,993,342299,35,61,73
18,570,371971,3,0,45
47,13,472149,0,74,75
50,486,123307,30,74,51
48,921,166648,26,38,61
18,993,731080,67,44,45
54,13,6478,6,74,45
28,365,6478,32,20,73
44,857,290275,17,70,45
46,445,227333,18,74,88
43,968,6478,13,72,45
45,40,613400,29,74,45
43,993,999370,38,22,72
54,993,248746,30,73,45
54,993,105809,43,56,98
48,536,528086,45,68,45
54,694,806387,45,0,75
47,79,202097,5,74,50
18,165,706442,27,74,98
46,459,595343,67,60,98
19,13,615477,0,6,45
54,13,236726,68,74,78
45,234,6478,13,74,68
46,566,284023,14,74,64
18,202,696383,69,73,45
54,946,216642,70,57,94
18,110,430584,26,74,45
44,993,520036,74,31,45
54,302,595161,51,13,60
33,993,94821,7,50,64
54,697,843998,15,43,45
46,773,215635,20,62,45
53,903,999370,21,9,65
30,459,999370,74,65,45
47,591,414586,15,35,45
31,993,269694,17,41,45
53,993,650958,19,0,60
24,13,999370,61,63,45
49,338,986781,51,74,83
54,901,17398,48,47,64
18,993,602085,74,72,62
47,993,786896,8,62,45
37,993,999370,49,42,64
40,450,999370,29,27,45
54,648,555921,11,22,45
19,101,730146,0,27,54
53,218,6478,17,61,97
18,101,6478,0,74,98
39,771,452329,31,72,45
35,993,683142,67,51,45
41,993,269480,67,25,73
35,315,494658,72,9,98
41,993,167255,56,35,67
40,13,999370,42,0,57
43,993,999370,50,74,45
31,993,731185,74,61,63
44,993,634995,74,64,54
54,409,6478,40,74,51
46,332,238061,3,73,97
34,993,552153,28,69,45
30,637,999370,74,0,64
43,993,440167,74,41,61
40,154,189623,40,72,45
18,993,496510,18,74,65
18,993,999370,51,41,93
46,928,6478,56,44,45
18,993,713127,8,53,98
31,222,442325,0,64,97
18,218,999370,23,33,45
54,234,6478,13,74,62
18,792,651851,72,67,45
25,532,667002,8,74,45
38,735,6478,33,74,98
54,113,6478,15,74,45
54,183,563173,0,74,49
37,518,6478,74,31,77
46,87,570234,8,39,55
32,496,370497,10,60,45
42,13,98481,31,74,63
40,571,215530,27,74,45
34,794,460460,8,0,66
18,993,702684,53,0,45
36,178,463442,41,68,45
49,105,367492,0,73,45
45,13,358148,34,74,77
26,13,6478,0,74,45
32,993,721689,55,25,45
41,44,864755,0,0,45
35,666,240187,0,9,62
41,342,395360,8,74,45
36,993,644611,74,28,76
18,687,6478,65,74,63
47,993,720135,5,0,64
33,633,211184,18,74,60
18,13,725538,22,48,45
23,13,600752,72,62,68
54,13,6478,35,74,73
18,272,132913,28,74,95
46,817,583479,30,57,60
47,13,435069,10,34,45
45,708,188787,35,0,45
39,431,387480,18,62,64
30,646,999370,68,65,45
54,993,726750,58,68,57
43,13,6478,7,58,66
38,993,268692,10,11,92
54,205,397076,11,74,45
54,917,6478,46,74,88
47,13,400738,72,71,98
54,113,994243,68,74,63
48,570,604685,55,0,91
54,993,965202,30,0,45
54,13,290178,54,0,98
44,581,735801,74,0,45
45,993,6478,0,74,45
24,13,560139,37,60,45
51,700,667886,51,0,45
34,464,510167,49,74,45
44,13,301266,0,35,98
18,13,6478,25,72,84
18,121,999370,9,0,45
42,443,583476,18,3,45
54,13,290096,0,72,63
34,380,277520,74,73,45
38,404,267193,59,74,75
18,281,552019,61,74,86
54,180,725100,44,43,45
36,993,383433,54,74,85
35,456,559198,34,50,45
54,300,716694,58,50,98
39,225,483783,36,74,70
54,41,121532,7,25,45
33,993,356573,12,69,94
30,993,773352,51,0,45
54,268,6478,0,73,45
37,993,999370,14,60,45
38,13,477507,8,54,45
54,50,345903,64,74,45
30,78,6478,27,74,53
38,993,140743,42,69,51
44,107,6478,16,74,79
54,516,6478,49,74,48
47,412,223670,68,68,45
54,993,22057,7,74,55
54,993,286623,47,74,45
18,826,154174,7,20,45
43,658,6478,74,61,98
39,850,999370,18,63,65
20,993,999370,47,74,55
46,993,637797,30,19,47
42,631,652800,0,68,45
54,491,306820,0,0,47
48,207,6478,0,73,98
46,197,987363,14,74,45
45,125,6478,31,74,72
45,566,6478,0,74,45
18,321,6478,0,68,45
18,13,294681,51,74,45
18,405,601674,43,35,93
18,13,673586,0,74,45
21,993,673519,74,74,45
44,251,362675,6,55,45
45,301,6478,39,74,45
18,227,112863,7,74,84
36,783,321796,74,74,77
43,13,430897,10,40,65
54,13,131317,13,74,74
26,194,194760,29,74,67
54,13,254623,46,74,98
41,13,430704,18,69,49
18,13,6478,0,74,70
54,993,476833,69,74,73
18,712,662428,18,67,98
54,679,999370,39,72,61
44,829,615423,50,74,57
46,13,996575,44,0,45
54,993,183018,67,36,98
21,198,668546,7,74,45
54,345,354279,0,73,80
54,993,74092,30,74,45
31,269,315179,0,62,97
54,490,89229,14,0,45
54,13,106590,55,74,77
20,314,362673,0,36,45
54,13,647920,40,14,45
46,509,999370,71,53,45
43,993,583467,34,46,45
38,279,534911,27,0,84
42,879,512372,74,74,71
26,634,999370,0,47,45
24,13,474491,29,74,95
44,13,534753,34,35,45
54,137,6478,21,74,45
18,13,918745,0,74,98
27,677,698339,23,74,45
44,993,999370,21,0,45
18,154,795787,31,74,45
41,13,173494,30,74,64
18,56,999370,44,0,61
54,993,78624,60,74,73
54,993,999370,44,0,68
37,925,83318,0,34,45
18,993,179519,33,74,45
54,993,680816,48,43,72
35,76,356350,7,71,45
28,620,6478,3,74,70
29,13,6478,0,74,80
54,13,999370,37,49,45
54,213,876565,32,74,66
33,993,987333,27,22,98
43,976,166000,0,74,65
50,589,900655,41,74,96
48,13,6478,30,42,65
48,114,6478,74,21,45
54,980,240341,50,25,98
40,412,441181,0,35,65
47,552,204481,74,67,70
46,13,632909,9,31,60
40,958,6478,0,0,45
53,850,732115,41,22,45
35,993,999370,0,61,45
51,956,394821,23,53,71
38,521,6478,40,71,74
48,993,106872,2,74,46
41,243,6478,69,71,45
36,119,129379,10,74,45
54,102,999370,64,48,45
30,413,265345,29,44,54
54,13,127593,57,74,98
42,499,16470,0,62,45
47,185,350829,21,16,57
24,727,197933,50,74,96
35,469,6478,71,74,60
54,387,497627,63,69,74
45,333,314351,0,37,62
46,13,264837,6,74,45
54,993,6478,43,74,64
18,618,846789,57,40,94
54,295,121035,10,25,66
48,324,303951,35,36,45
28,479,999370,0,74,76
40,13,6478,54,74,45
32,718,6478,74,74,70
32,105,680106,17,0,76
54,271,6478,8,74,45
47,993,6478,36,0,45
42,116,176758,0,0,45
31,13,604795,44,74,54
23,13,999370,0,69,60
32,105,441317,7,72,98
33,50,682631,51,0,85
18,993,999370,59,0,65
18,257,672088,24,74,45
19,13,413825,0,53,45
35,13,999370,4,70,98
34,588,88775,0,74,45
18,94,325283,47,74,62
45,692,195881,31,54,68
54,117,999370,56,26,73
18,993,632920,47,21,84
54,13,6478,0,64,63
48,993,914893,58,74,54
54,149,6478,0,74,70
32,993,468153,52,5,68
18,13,999370,37,52,72
48,567,719878,29,74,98
54,738,195073,44,0,45
41,993,556064,74,74,69
35,123,224079,47,62,57
54,252,255146,0,73,51
48,240,141232,72,74,98
20,13,610612,3,44,65
27,390,445278,0,74,45
43,709,465598,65,54,88
32,824,724379,52,3,45
52,13,6478,0,74,46
54,212,6478,29,46,63
42,594,717339,43,56,68
38,141,564655,35,74,45
46,18,6478,24,8,72
39,548,999370,73,36,98
54,490,140929,48,74,45
18,592,122603,17,42,48
20,282,656472,2,59,57
54,13,276007,42,62,64
26,965,89729,17,74,67
37,13,867564,0,57,45
46,503,954184,63,74,73
30,177,689542,31,49,45
47,993,913094,74,0,45
49,993,482764,24,74,48
46,348,592715,33,2,98
42,993,313515,20,37,76
43,581,999370,0,74,98
28,993,310580,25,39,77
52,260,384256,65,74,74
33,993,703976,66,49,45
54,659,244516,40,14,77
54,617,424572,26,0,45
39,870,531951,57,0,48
26,466,616279,47,74,56
54,993,64886,19,60,74
54,993,427360,33,71,45
21,209,321327,67,71,45
48,13,589365,42,0,66
35,296,192148,0,0,74
21,993,722065,69,0,84
32,13,465366,28,31,59
18,588,496214,51,74,78
34,799,584208,16,28,45
18,970,667072,0,30,45
29,13,6478,0,74,45
19,344,105690,19,74,45
46,247,704497,74,74,45
44,253,525033,13,67,45
50,13,984210,11,74,45
27,635,999370,33,74,52
30,993,6478,38,54,45
18,364,433349,70,74,54
54,13,6478,26,74,53
18,687,999370,36,0,45
18,664,726963,57,0,45
34,51,264785,13,48,45
43,223,228266,0,54,53
18,772,503454,8,74,45
45,889,999370,19,74,52
30,13,217226,6,74,98
54,993,6478,0,74,84
34,922,999370,31,8,77
54,558,645507,74,57,82
54,202,770609,24,19,67
54,381,217763,32,74,45
52,481,20260,51,74,48
45,993,540270,40,74,45
29,547,514278,57,74,45
44,598,78109,15,35,72
37,993,16648,57,72,56
47,113,6478,23,42,45
54,13,453542,53,65,49
48,200,21274,21,33,69
18,993,481764,50,25,68
26,730,715419,55,74,45
54,719,263652,52,74,45
51,253,6478,30,36,61
31,993,647385,61,74,53
33,286,540851,69,23,60
51,718,298833,0,45,60
23,717,6478,37,69,92
54,606,541207,63,10,45
50,385,162620,29,34,46
18,214,637558,25,14,45
53,306,10080,0,58,45
27,207,573993,74,74,77
40,391,177973,21,50,62
54,13,306562,9,0,83
47,557,97881,74,54,59
47,77,547737,14,0,66
47,557,152346,0,74,48
39,608,380961,12,74,73
48,316,812600,74,38,98
18,13,999370,0,0,52
24,195,296879,10,37,97
46,13,446612,74,40,45
27,790,341816,31,74,45
20,138,999370,29,74,45
46,425,547385,48,51,73
46,142,641832,37,0,45
38,522,999370,74,74,68
43,326,341243,10,74,70
41,560,987488,43,10,95
42,481,343374,68,56,45
50,502,214831,41,58,74
54,298,6478,0,55,66
46,239,17947,69,74,58
42,993,588119,65,0,74
54,149,895646,3,38,45
32,13,251140,0,22,61
41,533,529805,74,74,45
36,369,184312,0,74,92
18,64,521205,0,67,45
32,13,905270,0,73,45
43,107,943117,36,0,47
30,334,999370,65,41,79
45,292,6478,30,74,70
47,13,826259,7,0,65
54,13,844394,50,74,53
34,993,945832,74,35,45
54,495,516391,7,3,46
26,122,6478,44,74,45
18,821,520499,15,74,45
43,144,360933,0,53,45
31,13,203209,49,27,45
39,13,535259,0,74,60
45,13,561378,59,54,45
18,13,11997,0,4,52
54,291,232111,36,74,45
54,981,21589,28,74,92
28,993,563094,53,74,45
18,53,709660,55,53,45
54,375,342643,0,20,45
54,662,600502,50,74,71
45,186,319014,27,60,59
18,993,327008,65,61,76
54,345,947178,10,74,51
38,13,627867,0,35,45
32,993,119996,40,56,66
46,993,146785,21,74,45
46,114,100790,8,51,45
54,83,832242,43,57,80
47,609,999370,7,25,47
48,447,760410,11,34,65
35,229,888169,6,0,45
30,545,584442,54,8,61
24,330,721552,58,44,45
28,474,680327,73,35,67
47,730,6478,71,74,79
54,24,999370,15,26,46
41,13,217091,41,61,45
47,13,6478,18,0,77
54,13,374912,44,74,73
54,533,734534,69,74,53
40,993,380079,64,0,51
54,993,6478,39,1,61
31,386,603688,0,70,45
54,993,173732,73,63,49
39,13,73134,0,74,76
27,46,236842,22,74,98
29,13,538888,46,0,64
54,945,6478,0,49,69
47,178,62848,41,65,67
32,993,999370,0,38,45
39,13,433910,0,72,60
54,598,295484,5,74,45
51,171,572511,10,74,46
18,365,6478,0,74,57
19,463,6478,23,74,45
23,976,50092,41,74,45
46,566,659250,10,74,45
53,134,268715,0,67,45
25,400,999370,72,74,98
18,993,999370,33,33,60
54,13,999370,0,0,45
54,993,347503,29,74,76
21,355,186248,74,20,48
20,13,999370,25,74,45
34,980,376594,31,74,45
24,951,6478,49,74,56
54,43,6478,54,74,70
36,428,999370,7,0,90
54,13,279855,9,46,45
54,13,548110,21,74,77
19,993,656362,12,74,45
18,13,592964,10,64,45
18,13,565250,23,71,47
46,653,999370,24,46,81
18,631,6478,39,74,45
45,993,524905,20,8,45
36,925,204901,27,0,45
45,434,9107,28,70,45
18,368,983885,24,74,49
54,171,640843,54,74,63
30,13,999370,66,71,45
45,13,633477,0,34,45
33,62,675858,0,15,86
28,721,343979,37,61,56
24,13,932500,74,74,98
54,770,6478,28,24,49
24,473,242429,46,68,45
54,543,124448,48,74,55
54,612,477789,74,15,60
18,13,322595,9,62,59
18,320,142859,39,74,65
54,13,744898,23,74,45
18,993,511246,22,60,54
31,213,6478,22,74,45
38,438,708314,29,19,62
54,108,160437,48,65,89
23,333,6478,12,74,45
27,110,426808,50,27,68
46,539,999370,0,0,63
44,81,338946,0,28,71
54,993,6478,16,0,45
39,792,696146,51,57,82
31,13,645107,50,74,45
43,195,689031,74,0,45
39,215,237260,57,61,70
18,993,70299,55,23,63
25,13,111318,27,64,45
42,993,249154,0,74,45
39,123,999370,53,47,52
54,993,6478,74,74,58
54,397,6478,37,74,78
54,382,427674,0,52,45
46,386,229491,14,74,45
46,993,157915,55,0,67
38,659,84014,74,74,45
38,86,6478,0,71,45
38,925,467121,0,74,56
18,13,44039,0,63,70
47,993,674246,49,74,78
40,993,587227,74,74,86
18,13,999370,57,70,69
18,745,654974,28,28,63
48,13,811684,0,0,69
52,13,307475,22,14,62
35,732,65938,74,48,78
45,89,877767,20,74,45
34,416,599973,30,18,45
44,570,147932,66,56,47
36,13,292794,0,57,98
54,993,197286,15,72,45
19,506,6478,35,74,45
41,516,999370,16,51,77
43,229,803043,0,36,65
36,743,173585,59,5,45
32,13,349767,34,69,66
44,671,354150,74,0,79
54,715,879924,56,71,45
38,991,518900,38,4,45
54,13,499630,10,0,45
27,147,222996,0,74,76
54,993,6478,7,72,52
54,223,288847,46,70,45
18,13,695965,0,12,46
47,792,489376,43,61,45
54,993,999370,74,27,45
19,993,68102,73,74,58
35,379,6478,74,48,70
36,13,999370,6,74,45
45,690,6478,10,64,57
49,375,999370,52,67,45
31,993,529030,7,0,45
36,13,48475,25,74,60
47,13,194739,39,74,45
54,380,583651,27,23,46
54,993,764599,55,51,77
38,838,404502,12,74,48
54,993,249773,74,74,50
49,13,498820,50,74,68
54,993,959157,27,45,45
44,312,999370,0,55,66
18,90,735028,8,39,45
54,125,490430,70,55,45
46,617,999370,74,44,64
54,13,377072,18,20,45
47,710,162763,74,69,52
45,196,6478,23,74,45
54,806,6478,69,53,45
18,572,718226,0,0,85
33,385,434429,29,74,64
54,13,470457,50,45,76
18,993,406258,71,74,71
28,988,6478,65,74,61
54,446,663436,58,35,65
31,993,930649,0,33,61
46,13,6478,23,74,76
18,993,360358,74,74,45
36,912,357270,40,74,56
54,26,213572,38,74,61
25,255,537375,23,74,60
54,260,451554,42,58,87
44,427,440580,16,58,69
26,631,6478,49,0,85
19,474,484253,74,74,80
35,993,297357,50,68,47
54,993,6478,56,74,67
45,679,249856,72,0,45
53,270,757178,42,74,45
54,993,6478,56,74,45
46,237,142220,69,33,98
39,562,164431,17,74,45
25,330,6478,31,74,98
50,35,42930,33,0,76
18,886,712966,61,46,45
48,175,703599,0,43,98
18,956,668038,10,74,45
33,13,583632,0,57,45
18,506,999370,27,64,88
21,597,731583,10,0,45
42,342,721660,0,74,45
18,204,391978,0,58,98
27,13,117593,0,74,65
54,650,999370,15,0,86
54,38,478984,6,72,45
54,141,6478,0,74,76
39,80,999370,30,74,45
18,993,923122,50,74,59
46,121,6478,32,22,83
39,993,6478,45,74,45
40,31,579694,41,41,94
29,324,660122,64,73,45
18,993,653044,1,74,97
44,393,44636,13,74,45
54,13,6478,53,8,98
54,472,51950,69,71,82
54,432,287245,74,74,97
54,993,6478,37,74,45
20,213,999370,50,58,78
18,298,278413,23,74,45
43,993,999370,30,67,98
54,13,170420,36,24,68
18,13,108847,6,15,79
39,346,564396,60,74,98
38,166,75920,0,35,98
41,637,465559,15,74,48
52,691,319338,28,74,68
48,594,158298,37,74,70
48,773,505807,0,65,45
38,993,641499,45,74,45
44,13,189835,43,40,98
44,378,158777,62,60,65
45,627,681672,39,74,45
44,13,265559,74,74,77
54,13,483431,11,13,45
54,157,6478,49,2,45
46,993,6478,7,61,45
54,565,42553,25,41,45
54,13,24830,0,59,98
45,13,6478,28,74,73
42,670,173676,74,74,98
54,362,181831,19,42,77
54,449,538791,55,46,45
33,993,126624,1,45,45
18,180,999370,7,24,45
20,993,281818,42,52,62
45,161,6478,41,62,70
46,719,570376,26,74,53
50,254,659775,34,44,76
22,591,205629,21,0,50
43,544,501559,0,0,45
25,720,290523,0,67,45
18,993,461797,71,53,75
54,993,225648,32,41,45
47,993,6478,70,60,88
50,993,208105,48,74,45
45,993,6478,74,74,74
18,510,941698,74,51,45
44,404,6478,9,15,45
44,679,569033,0,0,45
35,13,732817,25,52,45
31,729,497313,60,0,45
18,563,999370,25,10,45
52,703,385204,43,74,45
18,538,362297,0,74,45
45,36,156272,22,32,45
48,306,832105,54,25,76
47,993,63041,74,21,45
23,993,670610,20,36,55
46,993,525510,74,23,62
51,143,647813,0,0,61
47,698,140125,52,20,98
54,967,882064,0,27,68
23,173,6478,17,0,45
18,665,6478,0,74,78
48,677,716369,56,0,72
31,993,999370,29,25,45
43,13,6478,13,73,45
39,13,999370,12,0,62
48,871,999370,74,74,74
38,418,678515,74,60,73
54,993,230044,31,66,45
54,13,243720,47,74,98
37,993,999370,52,74,45
52,439,331138,9,0,98
51,13,982529,7,74,54
54,13,960464,0,9,75
32,13,562386,33,53,45
29,536,299696,47,66,45
18,202,629650,48,26,76
54,993,50630,72,74,72
35,392,563368,28,11,63
35,993,297581,38,74,66
40,13,295224,32,63,78
46,213,144401,26,35,85
47,727,460969,45,74,47
18,743,999370,74,74,70
18,993,134681,74,74,65
43,400,277715,20,74,45
44,993,6478,74,51,45
37,993,389165,61,38,45
18,13,999370,0,17,45
54,80,91296,0,74,66
40,13,678575,0,74,45
47,747,242674,0,74,45
48,494,225085,74,22,45
23,216,379008,24,73,45
46,834,118602,48,74,65
45,535,6478,0,60,45
39,207,649967,0,56,76
40,993,126569,36,74,45
49,993,588247,13,63,82
30,656,625769,41,74,45
18,681,206572,20,40,45
54,989,157135,74,74,65
54,993,390210,74,74,45
50,13,790900,19,28,47
54,704,606971,42,74,45
38,652,6478,59,0,48
46,13,999370,27,47,59
24,291,27329,32,65,45
29,705,338228,30,74,98
54,275,558505,0,55,77
42,893,689726,65,63,45
39,993,999370,55,74,88
29,429,523501,74,74,78
54,32,999370,0,74,51
18,13,25718,0,74,45
18,409,67298,0,34,62
32,504,999370,34,56,45
46,993,91500,32,74,59
54,185,189408,41,72,59
54,384,6478,10,19,57
18,424,311791,30,74,67
44,963,726260,34,57,45
36,13,396503,38,20,61
54,993,350389,30,47,98
30,993,999370,14,0,45
18,737,6478,64,74,46
54,168,6478,33,74,68
48,848,6478,28,0,77
54,13,126835,46,44,79
42,13,449399,0,74,63
29,856,170257,20,0,45
34,44,431856,28,3,63
54,208,502236,42,74,69
54,191,582698,22,0,45
37,660,999370,0,14,45
54,55,6478,27,68,63
53,13,665240,14,74,45
45,13,712217,58,63,67
54,700,447703,74,55,73
18,260,6478,10,74,45
54,993,508450,15,21,76
53,642,530018,58,33,83
41,343,353018,43,74,73
54,155,290403,3,12,45
52,13,610310,59,74,45
43,311,6478,26,62,70
18,993,379521,48,0,98
44,910,999370,74,25,45
31,157,999370,0,41,45
29,38,6478,24,74,50
18,13,256362,0,41,69
35,886,999370,36,0,84
40,194,339401,61,74,86
40,883,688414,45,18,63
18,606,6478,47,45,48
42,565,363884,22,40,82
54,376,999370,43,74,60
20,669,409627,74,70,45
29,488,703791,68,25,73
45,321,438031,74,43,76
54,354,584161,57,58,97
47,563,575467,32,74,45
46,991,962672,22,29,45
42,279,6478,0,74,61
33,993,412791,42,74,56
48,62,233008,36,74,71
54,957,6478,49,74,76
47,620,64975,43,66,98
21,172,999370,12,35,45
54,993,999370,49,0,45
35,804,999370,48,0,78
21,13,312738,74,74,45
18,347,616627,32,0,45
29,641,626749,15,74,45
54,993,352876,74,74,45
23,13,29690,6,45,45
54,260,185188,61,0,73
48,853,6478,50,67,72
18,13,485496,29,36,48
48,432,6478,74,45,91
37,57,522213,22,0,68
50,565,6478,34,69,45
38,993,893721,6,41,45
45,474,495768,7,57,45
40,129,130380,0,59,45
38,796,491859,3,23,58
44,993,104532,74,74,97
45,993,6478,14,74,61
18,993,381596,0,48,60
54,993,573989,74,74,65
18,76,677019,0,3,64
44,359,175231,40,74,45
29,372,466660,10,0,45
21,13,915677,28,63,45
54,246,88549,74,26,98
31,993,6478,20,74,70
18,94,523024,23,74,45
44,993,664643,45,36,64
38,909,219623,66,41,90
37,495,480542,16,24,91
44,33,422889,38,67,71
18,407,683305,37,14,55
54,13,430734,0,54,45
48,489,6478,28,53,56
54,673,529983,66,73,45
34,930,6478,27,67,45
54,13,6478,1,74,65
35,13,415670,41,14,76
54,478,6478,46,71,98
18,189,536393,0,74,46
32,13,6478,36,74,45
27,720,190184,54,70,45
54,993,557988,74,0,54
18,40,695662,20,28,62
45,259,485710,35,15,77
18,993,197066,23,44,45
38,299,999370,21,24,45
54,13,729529,14,47,96
54,632,555272,46,74,78
46,583,255484,74,74,71
48,13,6478,7,58,57
28,256,431363,45,63,86
47,101,619422,51,64,75
43,774,501690,0,74,45
54,122,205807,0,53,61
54,993,999370,70,74,69
52,13,420759,50,42,45
18,94,170131,3,74,62
43,990,6478,66,70,60
54,981,874251,35,74,45
47,161,6478,42,66,65
53,407,167704,5,74,45
48,422,675739,68,41,45
27,25,546283,0,67,69
18,13,952941,0,33,45
18,348,6478,38,74,79
51,96,733606,37,73,74
48,780,736225,74,0,62
54,681,220608,35,67,98
54,896,656403,45,37,45
19,993,349131,45,74,45
18,348,258439,8,33,97
54,13,208567,22,74,70
54,590,412675,22,62,98
54,13,999370,25,0,45
35,372,487275,40,74,45
44,118,415830,13,43,45
36,786,654814,74,74,45
47,593,6478,17,74,71
